,거래id,유형,고객id,코스ID,사이트,포맷,카테고리,코스(상품) 이름,거래일자,쿠폰이름,판매가격,결제수단,실거래금액,쿠폰할인액,거래금액,환불금액,월,일
35479,2207947,PAYMENT,96263,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-13 22:10:54,[프로모션] 9월 100% 페이백 이벤트,165000,CARD,31000,134000,31000,-,10,13
35491,2207857,PAYMENT,78318,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-13 22:10:22,[프로모션] 9월 100% 페이백 이벤트,165000,CARD,36000,129000,36000,-,10,13
35533,2207496,PAYMENT,68564,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-13 19:10:45,[WELCOME] 온라인 강의 3만원 할인,165000,CARD,135000,30000,135000,-,10,13
35556,2207375,PAYMENT,63135,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-13 17:10:17,-,165000,TRANSFER,135000,-,135000,-,10,13
35572,2207228,PAYMENT,60490,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-13 17:10:51,-,165000,CARD,165000,-,165000,-,10,13
35814,2205683,PAYMENT,21572,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-13 00:10:53,[WELCOME] 온라인 강의 3만원 할인,165000,CARD,135000,30000,135000,-,10,13
35936,2204225,PAYMENT,38878,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-12 17:10:22,[WELCOME] 온라인 강의 3만원 할인,165000,TRANS,135000,30000,135000,-,10,12
36081,2203123,PAYMENT,74397,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-12 10:10:12,[프로모션] 9월 100% 페이백 이벤트,165000,CARD,31000,134000,31000,-,10,12
36252,2202270,PAYMENT,87902,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-11 20:10:24,[증정] 온라인강의 10월 판매가 50%할인권,165000,POINT,82500,82500,82500,-,10,11
36301,2202020,REFUND,62613,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-11 18:10:12,-,164000,CARD,-130650,-,-,-130650,10,11
36400,2201639,PAYMENT,22270,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-11 15:10:59,[프로모션] 9월 100% 페이백 이벤트,165000,POINT,36000,129000,36000,-,10,11
36431,2201514,PAYMENT,1370,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-11 14:10:57,[WELCOME] 온라인 강의 3만원 할인,165000,CARD,135000,30000,135000,-,10,11
36479,2201389,PAYMENT,40614,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-11 13:10:55,-,165000,CARD,165000,-,165000,-,10,11
36490,2201364,PAYMENT,17591,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-11 13:10:06,[프로모션] 9월 100% 페이백 이벤트,165000,PROMOTION,0,264000,0,-,10,11
36508,2201319,PAYMENT,14251,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-11 13:10:38,[WELCOME] 온라인 강의 3만원 할인,165000,CARD,135000,30000,135000,-,10,11
36513,2201311,PAYMENT,31671,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-11 13:10:53,[프로모션] 9월 100% 페이백 이벤트,165000,PROMOTION,0,169000,0,-,10,11
36543,2201186,REFUND,47285,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-11 11:10:03,-,165000,CARD,-165000,-,-,-165000,10,11
36574,2201119,REFUND,54197,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-11 11:10:36,-,165000,CARD,-165000,-,-,-165000,10,11
36587,2201095,REFUND,58858,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-11 10:10:02,-,165000,CARD,-165000,-,-,-165000,10,11
36627,2200997,PAYMENT,11052,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-11 09:10:14,-,165000,CARD,165000,-,165000,-,10,11
36737,2200550,PAYMENT,12049,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-10 23:10:03,-,165000,CARD,165000,-,165000,-,10,10
36763,2200485,PAYMENT,15301,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-10 23:10:02,-,165000,CARD,165000,-,165000,-,10,10
36774,2200467,PAYMENT,90627,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-10 22:10:42,[프로모션] 9월 100% 페이백 이벤트,165000,CARD,38000,127000,38000,-,10,10
36787,2200431,PAYMENT,60374,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-10 22:10:23,-,165000,CARD,165000,-,165000,-,10,10
36806,2200379,PAYMENT,59603,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-10 22:10:50,-,165000,CARD,165000,-,165000,-,10,10
36905,2200127,PAYMENT,8272,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-10 20:10:23,[프로모션] 9월 100% 페이백 이벤트,165000,PROMOTION,0,200000,0,-,10,10
36928,2200051,PAYMENT,20984,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-10 20:10:35,-,165000,CARD,165000,-,165000,-,10,10
36963,2199947,PAYMENT,65276,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-10 18:10:19,-,165000,CARD,165000,-,165000,-,10,10
36977,2199915,PAYMENT,59127,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-10 18:10:33,-,165000,CARD,165000,-,165000,-,10,10
36983,2199891,PAYMENT,15390,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-10 18:10:08,[프로모션] 9월 100% 페이백 이벤트,165000,POINT,51000,114000,51000,-,10,10
37040,2199774,PAYMENT,68169,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-10 17:10:03,-,165000,CARD,165000,-,165000,-,10,10
37057,2199706,PAYMENT,63008,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-10 16:10:08,[프로모션] 9월 100% 페이백 이벤트,165000,PROMOTION,0,230000,0,-,10,10
37127,2199488,PAYMENT,8789,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-10 15:10:14,[프로모션] 9월 100% 페이백 이벤트,165000,CARD,53700,111300,53700,-,10,10
37131,2199475,PAYMENT,47574,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-10 14:10:51,-,165000,CARD,165000,-,165000,-,10,10
37134,2199457,PAYMENT,90859,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-10 14:10:09,-,165000,POINT,165000,-,165000,-,10,10
37228,2199198,PAYMENT,93184,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-10 12:10:40,[프로모션] 9월 100% 페이백 이벤트,165000,PROMOTION,0,189000,0,-,10,10
37238,2199183,PAYMENT,7810,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-10 12:10:04,[프로모션] 9월 100% 페이백 이벤트,165000,PROMOTION,0,284000,0,-,10,10
37248,2199168,PAYMENT,58695,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-10 11:10:47,[WELCOME] 온라인 강의 3만원 할인,165000,CARD,135000,30000,135000,-,10,10
37330,2199020,PAYMENT,88018,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-10 10:10:59,[프로모션] 9월 100% 페이백 이벤트,165000,POINT,4000,161000,4000,-,10,10
37751,2197661,PAYMENT,69605,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-09 15:10:48,-,165000,CARD,165000,-,165000,-,10,9
37779,2197533,PAYMENT,62818,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-09 13:10:13,-,165000,CARD,165000,-,165000,-,10,9
37803,2197422,PAYMENT,66156,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-09 11:10:52,-,165000,CARD,165000,-,165000,-,10,9
37849,2197174,PAYMENT,97149,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-09 02:10:43,-,165000,CARD,165000,-,165000,-,10,9
37929,2196779,PAYMENT,58618,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-08 19:10:31,-,165000,CARD,165000,-,165000,-,10,8
38002,2196342,PAYMENT,13876,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-08 13:10:31,-,165000,CARD,165000,-,165000,-,10,8
38015,2196285,PAYMENT,19248,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-08 12:10:18,-,165000,CARD,165000,-,165000,-,10,8
38033,2196188,PAYMENT,65772,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-08 09:10:46,-,165000,CARD,165000,-,165000,-,10,8
38133,2195762,PAYMENT,17502,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-07 23:10:51,[프로모션] 9월 1+1 쿠폰 이벤트,165000,CARD,60750,104250,60750,-,10,7
38148,2195737,PAYMENT,4630,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-07 23:10:58,[프로모션] 9월 1+1 쿠폰 이벤트,165000,POINT,53700,111300,53700,-,10,7
38224,2195598,PAYMENT,9797,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-07 22:10:43,[프로모션] 9월 1+1 쿠폰 이벤트,165000,CARD,60750,104250,60750,-,10,7
38230,2195589,PAYMENT,44492,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-07 22:10:55,[프로모션] 9월 1+1 쿠폰 이벤트,165000,CARD,33000,132000,33000,-,10,7
38313,2195313,PAYMENT,81660,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-07 19:10:24,[프로모션] 9월 1+1 쿠폰 이벤트,165000,POINT,29000,136000,29000,-,10,7
38390,2195043,PAYMENT,38804,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-07 18:10:53,[WELCOME] 온라인 강의 3만원 할인,165000,CARD,135000,30000,135000,-,10,7
38405,2194979,PAYMENT,88088,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-07 17:10:58,[프로모션] 9월 1+1 쿠폰 이벤트,165000,CARD,53700,111300,53700,-,10,7
38452,2194819,PAYMENT,27702,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-07 16:10:47,[증정] 온라인강의 10월 판매가 50%할인권,165000,CARD,82500,82500,82500,-,10,7
38468,2194761,PAYMENT,9517,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-07 16:10:09,[프로모션] 9월 1+1 쿠폰 이벤트,165000,CARD,74000,91000,74000,-,10,7
38571,2194362,PAYMENT,83803,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-07 13:10:15,[프로모션] 9월 1+1 쿠폰 이벤트,165000,CARD,36000,129000,36000,-,10,7
38572,2194360,PAYMENT,41067,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-07 13:10:13,[프로모션] 9월 1+1 쿠폰 이벤트,165000,CARD,53700,111300,53700,-,10,7
38614,2194231,PAYMENT,47999,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-07 12:10:26,[프로모션] 9월 1+1 쿠폰 이벤트,165000,CARD,107800,57200,107800,-,10,7
38616,2194229,PAYMENT,17252,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-07 12:10:16,[프로모션] 9월 1+1 쿠폰 이벤트,165000,PROMOTION,0,168000,0,-,10,7
38637,2194108,PAYMENT,48373,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-07 12:10:13,[프로모션] 9월 1+1 쿠폰 이벤트,165000,CARD,66300,98700,66300,-,10,7
38658,2194039,PAYMENT,54738,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-07 11:10:30,[프로모션] 9월 1+1 쿠폰 이벤트,165000,CARD,53700,111300,53700,-,10,7
38720,2193747,PAYMENT,663,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-07 10:10:21,[프로모션] 9월 1+1 쿠폰 이벤트,165000,PROMOTION,0,174000,0,-,10,7
38760,2193644,PAYMENT,1322,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-07 10:10:52,[프로모션] 9월 1+1 쿠폰 이벤트,165000,CARD,3000,162000,3000,-,10,7
38856,2193224,PAYMENT,3908,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-07 01:10:58,[프로모션] 9월 1+1 쿠폰 이벤트,165000,CARD,53700,111300,53700,-,10,7
38910,2192901,PAYMENT,17044,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-06 23:10:25,-,165000,CARD,165000,-,165000,-,10,6
39010,2192412,PAYMENT,84595,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-06 20:10:47,-,165000,CARD,165000,-,165000,-,10,6
39027,2192357,PAYMENT,33566,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-06 19:10:04,-,165000,CARD,165000,-,165000,-,10,6
39112,2191961,PAYMENT,73291,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-06 16:10:17,[프로모션] 9월 1+1 쿠폰 이벤트,165000,PROMOTION,0,219000,0,-,10,6
39127,2191893,PAYMENT,81103,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-06 15:10:58,[프로모션] 9월 1+1 쿠폰 이벤트,165000,CARD,33000,132000,33000,-,10,6
39129,2191886,PAYMENT,78403,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-06 15:10:47,-,165000,CARD,165000,-,165000,-,10,6
39154,2191780,PAYMENT,69306,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-06 15:10:39,[프로모션] 9월 1+1 쿠폰 이벤트,165000,POINT,53700,111300,53700,-,10,6
39179,2191703,PAYMENT,75186,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-06 14:10:07,[프로모션] 9월 1+1 쿠폰 이벤트,165000,POINT,16000,149000,16000,-,10,6
39190,2191653,PAYMENT,74542,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-06 14:10:13,-,165000,CARD,165000,-,165000,-,10,6
39203,2191601,PAYMENT,96257,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-06 14:10:41,-,165000,CARD,165000,-,165000,-,10,6
39304,2191181,PAYMENT,48586,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-06 10:10:05,[프로모션] 9월 1+1 쿠폰 이벤트,165000,PROMOTION,0,171000,0,-,10,6
39374,2190862,PAYMENT,70304,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-06 06:10:32,-,165000,TRANS,165000,-,165000,-,10,6
39399,2190719,PAYMENT,37712,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-06 01:10:40,[프로모션] 9월 1+1 쿠폰 이벤트,165000,PROMOTION,0,166000,0,-,10,6
39474,2190339,PAYMENT,97613,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-05 22:10:10,[프로모션] 9월 1+1 쿠폰 이벤트,165000,CARD,53700,111300,53700,-,10,5
39479,2190321,PAYMENT,31920,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-05 22:10:12,[프로모션] 9월 1+1 쿠폰 이벤트,165000,POINT,3000,162000,3000,-,10,5
39721,2189187,PAYMENT,91253,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-05 13:10:46,[프로모션] 9월 1+1 쿠폰 이벤트,165000,POINT,3000,162000,3000,-,10,5
39802,2188926,REFUND,71492,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-05 10:10:40,-,164000,CARD,-134000,-,-,-134000,10,5
39810,2188912,REFUND,33521,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-05 10:10:03,-,164000,TRANS,-89333,-,-,-89333,10,5
40026,2188000,PAYMENT,82583,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-04 22:10:20,[프로모션] 9월 1+1 쿠폰 이벤트,165000,VBANK,62000,103000,62000,-,10,4
40105,2187452,PAYMENT,58320,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-04 18:10:08,[프로모션] 9월 1+1 쿠폰 이벤트,165000,POINT,62000,103000,62000,-,10,4
40197,2187137,PAYMENT,91207,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-04 16:10:15,[프로모션] 9월 1+1 쿠폰 이벤트,165000,CARD,53700,111300,53700,-,10,4
40315,2186647,PAYMENT,39733,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-04 14:10:47,[프로모션] 9월 1+1 쿠폰 이벤트,165000,POINT,42000,123000,42000,-,10,4
40336,2186570,REFUND,46508,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-04 14:10:09,-,164000,CARD,-134000,-,-,-134000,10,4
40387,2186452,REFUND,13901,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-04 13:10:11,-,165000,CARD,-135000,-,-,-135000,10,4
40422,2186326,REFUND,96966,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-04 11:10:48,-,165000,CARD,-135000,-,-,-135000,10,4
40435,2186288,PAYMENT,24820,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-04 11:10:30,[프로모션] 9월 1+1 쿠폰 이벤트,165000,PROMOTION,0,297000,0,-,10,4
40497,2186094,PAYMENT,32166,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-04 10:10:31,[프로모션] 9월 1+1 쿠폰 이벤트,165000,CARD,3000,162000,3000,-,10,4
40506,2186058,REFUND,78643,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-04 10:10:44,-,164000,POINT,-134000,-,-,-134000,10,4
40512,2186039,PAYMENT,64904,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-10-04 10:10:38,[프로모션] 9월 1+1 쿠폰 이벤트,165000,POINT,4000,161000,4000,-,10,4
